"Citation: Milewicz, K., Hollway, J., Peacock, C. and Snidal, D., 2018. Beyond Trade: The Expanding Scope of the
Non-trade Agenda in Trade Agreements. Journal of Conflict Resolution 62(4): 743-773.
007,007,007,007,ALB_HRV,Albania Croatia,2002,Albania Croatia 2003.pdf,AL-HR,AL-HR,0,1,2003,1,2007,1,Croatia Albania,31-Mar-04,GATT Art. XXIV,Albania Croatia,Albania Croatia,FTA,2,FTA,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,,1,Cooperation to reduce the potential for fraud in the application of the trade provisions of the Agreement (Art. 25),0,,0,,0,,1,"Prohibitions or restrictions on imports, exports or goods in transit, justified on grounds of environment (Exception) (Art. 23)",0,,0,,0,,0,,0,,0,,0,,Raising the standard of living (Art. 1),,,,,,,,,,,,,
008,008,008,008,ALB_EC,Albania EC SAA,2006,Albania EC SAA 2006.pdf,AL-BE-DE-FR-IT-LU-NL-DK-IE-GB-GR-ES-PT-AT-FI-SE-EE-LV-LT-CY-MT-CZ-SI-SK-HU-PL-BG-RO,AL-EU,1,1,2009,0,,0,,,,,,,,,,3,28,27,2,1,2,0,0,1,0,0,0,0,0,0,1,0,Strengthen and extend the  relationship with the EU,1,"Emphasis on the commitment to combat irregularities and fraud in customs matters, administrative cooperation concerining fraud (Art. 30); Mutual administrative assistance in customs matters to prevent and combat operations in breach of that legislation (Art. 2, protocol 5: Art. 2, Art. 3, Art. 4, Art. 7, Art. 10)",0,,0,,0,,0,,0,,1,Respect for human rights (Art. 1),1,"Reference to Universal Declaration of Human Rights, the European Convention on Human Rights, the Helsinki Final Act, the Charter of Paris for a New Europe (Art. 1)",1,Respect for the democratic principles and rule of law (Art. 1),1,"Reference to Universal Declaration of Human Rights, the European Convention on Human Rights, the Helsinki Final Act, the Charter of Paris for a New Europe (Art. 1)",0,,0,,"Transit Traffic: granting unrestricted access to each others transit traffic, simplifying transportation by rail and road (Art. 33); Albanias regional cooperation with countries candidate for accession to the EU (Art. 48)",,,,,,,,,,,,,
009,009,009,009,ALB_EFTA,Albania EFTA,2009,Albania EFTA,AL-LI-IS-NO-CH,AL-LI-IS-NO-CH,0,1,2010,0,,1,EFTA Albania,,,,,,,FTA,2,3,5,4,2,1,2,0,0,1,1,1,1,1,1,0,1,1,"Commitment to democracy, human rights and fundamental freedoms, and to the political freedoms; Commitment to economic and social development, the protection of health and safety, and the respect for the fundamental rights of workers; Creating new employment opportunities and improving health and living
standards in their respective territories; Implement the Agreement with the objectives to preserve and protect the environment and to ensure the use of natural resources; Commitment to the rule of law, to prevent and combat corruption in international trade and investment and to promote the principles of transparency and good governance; Reference to the  principles set out in the relevant International Labour Organisation (ILO) Conventions, to the United Nations Charter and the Universal Declaration of Human Rights",1,Annex 3: Risk management includes the systematic assessment of risks related to the infringement of customs legislation (Art. 6),0,,0,,0,,1,It is inappropriate to encourage investment by relaxing or environmental standards (Art. 24),0,,1,The objectives of this Agreement are based on the respect of human rights (Art. 1),0,,1,The objectives of this Agreement are based on the respect of democratic principles (Art. 1),0,,0,,0,,"It is inappropriate to encourage investment by relaxing health or safety standards (Art. 24); Protocol B: Provisions on filling out certificate of origings to exclude all possibility of fraudulent additions (Art. 17, Appendix 3a p. 1), Verifications of proofs of origin shall be carried out whenever the customs authorities of the importing Party have reasonable doubts as to the authenticity of such documents (Art. 33), Penalties for any person who completes a document which contains incorrect information for the purpose of obtaining a preferential tariff treatment (Art. 35)","no protocol on customs administration, maybe missing ",,,,,,,,,,,,
010,010,010,010,ALB_KV,Albania Kosovo,2003,Albania Kosovo 2003.pdf,AL-BA,AL-BA,0,1,2003,1,2007,1,Albania Kosovo,38085,GATT Art. XXIV,Albania UNMIK,Albania UNMIK (Kosovo),FTA,2,FTA,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of environment (Exceptions) (Art. 21)",0,,0,,0,,0,,0,,0,,0,,Raising the living standard of the Parties population (Art. 1),,,,,,,,,,,,,
011,011,011,011,ALB_MKD,Albania Macedonia,2002,Albania Macedonia 2002.pdf,AL-MK,AL-MK,0,1,2002,1,2007,1,Albania Macedonia,14-Dec-04,GATT Art. XXIV,Albania Macedonia (FYROM),Albania FYR of Macedonia,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,0,0,0,1,0,Fostering the Parties process of integration in Europe,0,,0,,0,,0,,1,"Restrictions on imports, exports or goods in transit, justified on grounds of the protection of  environment and the conservation of exhaustible natural resources (Exceptions) (Art. 24)",0,,0,,0,,0,,0,,0,,0,,Raise the standard of living (Art. 1),,,,,,,,,,,,,
012,012,012,012,ALB_MDA,Albania Moldova,2003,Albania Moldova 2003.pdf,AL-MD,AL-MD,0,1,2004,1,2007,1,Albania Moldova,20-Dec-04,GATT Art. XXIV,Albania Moldova,Albania Moldova,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,0,1,0,Strengthening of the European integration processes in Southeast Europe; Respect for fundamental principles of democracy and human rights,0,,0,,0,,0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or traffic of goods in transit justified on grounds of the environment (Exceptions) (Art. 17)",0,,0,,0,,0,,0,,0,,0,,Fostering the improvement of living standards and the increase of employment (Art. 1),,,,,,,,,,,,,
013,013,013,013,ALB_ROU,Albania Romania,2003,Albania Romania 2003.pdf,AL-RO,AL-RO,0,1,2004,1,2006,1,Albania Romania,14-Dec-04,GATT Art. XXIV,Albania-Romania,Albania Romania,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,1,1,1,1,0,"Commitment to pluralistic democracy, the rule of law, human rights and fundamental freedoms; Economic integration as an important dimension of the stability on the European continent; Agreement shall contribute to the process of integration in Europe; Reference to the Final Act of the Conference on Security and Co-operation in Europe, the Paris Charter, the final document of the Bonn Conference on Economic Co-operation in Europe",0,,0,,0,,0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or traffic of goods in transit justified on grounds of the environment (Exceptions) (Art. 17)",0,,0,,0,,0,,0,,0,,0,,,Annexes are not added,,,,,,,,,,,,
014,014,014,014,ALB_SRB,Albania Serbia,2003,Albania Serbia Montenegro 2004.pdf,AL-RS,AL-RS,0,1,2004,1,2007,1,Albania Serbia and Montenegro,19-Oct-04,GATT Art. XXIV,,Albania Serbia+Montenegro,FTA,2,FTA,2,1,2,1,3,1,2,0,0,1,0,0,0,0,0,0,1,0,Agreement will bring to the process of integration in Europe,0,,0,,0,,0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or traffic of goods in transit justified on grounds of the environment (Exceptions) (Art. 24)",0,,0,,0,,0,,0,,0,,0,,Raising the standard of standard of living (Art. 1),Following agreement was coded: Albania_Serbia-Montenegro 2004,,,,,,,,,,,,
015,015,015,015,ALB_TUR,Albania Turkey,2006,Albania Turkey 2006.pdf,AL-TR,AL-TR,0,1,2008,0,,1,Turkey Albania,09-May-08,GATT Art. XXIV,Albania Turkey,,,,FTA,2,1,2,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Raising the living standart (Art. 1),,,,,,,,,,,,,
016,016,016,016,DZA_EC1,Algeria EC,1976,Algeria EC 1976,DZ-BE-DE-FR-IT-LU-NL-DK-IE-GB,DZ-EU,1,1,1976,1,2005,1,EC Algeria,27969,GATT Art. XXIV,EC Algeria,Algeria EC (Cooperation Agreement),PTA_PSA,1,FTA,2,3,10,9,2,6,1,0,0,1,0,0,0,0,0,0,1,1,Wishing to demonstrate their common desire to maintain and strengthen their friendly relations in accordance with the principles of the United Nations Charter (EEC); Resolved to establish wide-ranging cooperation which will contribute to Algeria's economic and social development (EEC); Having regard to their respective levels of development (EEC); ,1,"On wine containers: the means of closing the containers must be such that they cannot be tampered with and must ensure that they cannot be the subject of operations during transportation or storage other than those carried out under the supervision of the authorities of Algeria or of the Member States of the Community (Art.19, p.7, EEC)",0,,1,"The treatment accorded by each Member State to workers of Algerian nationality employed in its territory shall be free from any discrimination based on nationality, as regards working conditions or remuneration, in relation to its own nationals (Art.38, p.10, EEC); Workers of Algerian nationality and any members of their families living with them shall enjoy, in the field of social security, treatment free from any discrimination based on nationality in relation to nationals of the Member States in which they are employed;  The workers in question shall be able to transfer any pensions or annuities in respect of old age, death, industrial accident or occupational disease, or of invalidity resulting from industrial accident or occupational disease (Art.39, p.11, EEC)",0,,1,"Cooperation in the field of the protection of the environment (Art.4, p.3, EEC); ",0,,0,,0,,0,,0,,1,"The Agreement shall not preclude prohibitions or restrictions on imports, exports or goods in transit justified on grounds of public security (exception) (Art.33, p.9, EEC); Nothing in the Agreement shall prevent a Contracting Party from taking any measures: which relate to research, development or production indispensable for defence purposes (Art.51, p.13 EEC)",0,,"Contributing to the economic and social development of Algeria (Art.1, p.2, EEC); Economic, technical, social, and financial cooperation (Art.1, p.2, EEC); Cooperation with the aim of contributing to the development of Algeria (Art.2, p.2, EEC); Promoting regional cooperation between Algeria and other States (Art.3, p.2, EEC);  Promotion of participation by the Community in the efforts made by Algeria to develop its  production and economic infrastructure in order to diversify its economic structure; industrial cooperation and development (Art.4, p.2-3, EEC); Cooperation in the fields of science, technology  (Art.4, p.3, EEC); Exploration, production and processing of Algeria's energy resources (Art.4, p.3, EEC); Exchange of information on the economic and financial situation (Art.4, p.3, EEC); Community shall participate in the financing of any measures to promote the development of Algeria (Art.6, p.3, EEC); Proper performance of cooperation and investment contracts (Art.7, p.3, EEC); Algeria may derogate from the provisions of paragraph 1 in the case of measures adopted with a view to the economic integration of the Maghreb, or measures benefiting the developing countries (exceptions) (Art.25, p.9, EEC); Having regard to Algeria's essential development requirements (Art.28, p.9, EEC)","The agreements coded are the ""COOPERATION AGREEMENT between the European Economic Community (EEC) and The People's Democratic republic of Algeria"", AND the ""AGREEMENT between the Member States of the European Coal and Steel Community (ECSC) and The People's Democratic Republic of Algeria"". To clarify which articles come from which agreement, the articles are labelled/referenced as follows: ""Art.53 EEC"" or ""Art.2 ECSC"". Annexes and protocols missing",,,,,,,,,,,,
